id	text_a	text_b	label
4866	送来的一个菜不是我点的，说没了换个菠菜结果来了一个不知道什么菜。鸡胗也很难吃，辣的很不正常，吃完今天晚上一直在拉肚子。	None	0
1176	肥肉有点多	None	1
7423	订了两份饺子，一份腊八蒜，但是腊八蒜没有送，打电话给商家问，商家没有任何致歉的意思，态度反而很不耐烦。问我怎么办，可笑你说呢，花一分钱也是我买的，你反而来问我？本来不是大事3块钱，为了凑单点的而已，有个好态度就好了。既然如此，你当然应该给我送到，我花了钱买的。但是商家居然在确定给我送的前提下，午餐点的，晚餐时间都要到了还没有送到。这样的商家我必须投诉，我已在百度投诉，我倒要看看会是什么处理结果！！	None	0
1657	好吃的点心就属稻香村了！骑士送货很快，服务热情！赞一个！	None	1
7908	难吃的要死，宫保鸡丁放黄瓜？那叫酱爆鸡丁我谢谢你！宫保鸡丁要放葱和花生米，还有那柠香鸡翅。也是难吃的要命，就不能正常点弄个奥尔良味或者黑椒味的么？。。弄个柠檬味鸡翅。。尝了一口就醉了。以后再不定了。死难吃死难吃的	None	0
4125	口味垃圾，4元小菜真是刷新了我的人生观。辣牛肉汤就两块肉。	None	0
5625	不要总是弄一些华而不实的东西，送来的餐都是凉的。扁豆都不熟，不知道扁豆不熟会有毒吗！！套餐里写的是姜枣茶，送来的却是豆浆！	None	0
2364	送餐小哥够速度！满意	None	1
6640	好吃,包装也很好	None	0
2923	慢,一次比一次慢,再也不定了	None	1
6510	广味烤肠漏送了！	None	0
6441	在量上再多点	None	0
2608	女生吃刚好，男生可能量有点少	None	1
4702	面有点软了，和在店里吃的量不一样多	None	0
1215	鱼香肉丝的最好吃了,四川口味的	None	1
497	说好不放香菜,全是香菜,对香菜过敏的,吃了会死掉的！请注意一下客户的需求	None	1
5258	两个多小时才送到，我也是醉了。。。。打电话让我取餐，结果他走错楼了。。。。	None	0
1164	送的太快了！简直惊喜！作为加班饭，受到好评一片	None	1
67	真心不错哦，特别好。	None	1
1428	天气不好，辛苦送餐员了	None	1
2873	服务热情，送餐高效，很满意	None	1
7071	6块钱一份的米饭像是别人吃剩下的，不到半两重，一口吃没了。水煮花生都不知道泡了多少天，软的像花生泥，其他菜也没什么好吃的，不会再吃了。	None	0
5866	根本就没送餐，还舔脸确认，垃圾	None	0
2368	这么恶劣的天气真是辛苦外卖小哥了！！！	None	1
2784	吃不了羊肉要了十个烤尖椒很好吃	None	1
4800	米饭给的太少了	None	0
7022	太慢啦！实在难以忍受	None	0
7257	太慢，太小，吃不饱。味道还行	None	0
5531	今天下雨，送餐人员可以体谅，可是这店里安排的人是二逼吗？11点要送达，结果一点才送达，早上九点多订的餐，尼玛你安排成这样，真尼玛人才。真尼玛坑爹。	None	0
1527	师傅辛苦了，认真负责，找了半天	None	1
2030	东西还可以，就是速度慢了些。	None	1
6608	粥不错！！！	None	0
3951	很好吃，量又大！	None	1
5230	送个餐90分钟,呵呵,竟然送餐不知道坐电梯去B2,呵呵,我自己去拿的,呵呵,没心情吃,呵呵	None	0
3677	很准时，满意。	None	1
363	配送很快，师傅态度很赞。非常感谢百度外卖！	None	1
6009	加了份奶油,送过来的时候奶油已经化得无影无踪了	None	0
7794	刚开始挺好吃，后面我发现鸡皮上还带毛，我就恶心了，真恶心了，前面吃下的啥，我就难受了，早知道就吃肉丝得了。	None	0
1371	骑士很好，赞一个，很礼貌，辛苦了！	None	1
5588	太差劲了，13:30才送到，晚了2个小时。谁这个点吃午饭啊？直接让他走人，以后再也不定这家了。	None	0
979	价格合适，面有些硬	None	1
888	就是一点凉了	None	1
347	还不错⊙▽⊙	None	1
3179	送错地方了，	None	1
3571	肘子卷饼肉很足。就是我口味重不够咸	None	1
1016	好吃！并且包装的特别好！梅州东坡棒棒嗒	None	1
7404	服务送餐都很好。百度外卖下单之后改不了单。这个希望能改进下。	None	0
5124	这次很慢，送来后袋子都快捂化了	None	0
7019	不好吃，没有店里好吃。,后悔死了	None	0
5894	菜里吃到塑料。。。。。。。这是什么情况！！！！	None	0
3954	阿佛很好喝～,下次还会来，百度骑士棒棒	None	1
4377	经常吃，味觉无法识别了！	None	0
5120	火腿鸡蛋饼，看到鸡蛋了，没看到火腿在哪？	None	0
6507	卷饼的菜和图片上差别太大了…半点黄瓜丝也没有，青椒丝就一根，剩下基本是土豆。淡而无味。再也不买了。	None	0
1252	非常好，送餐员超有礼貌	None	1
7275	滑鸡你妹啊，骨头比肉都多，还以为自己在吃牛蛙呢，你丫见过真正的北菇滑鸡饭吗	None	0
7725	都拌好了，量少，配菜少，基本就是米饭和酱，酱多了，辣	None	0
2046	速度稍微有点慢，菜可以的，就是金银馒头为啥不配炼乳啊！搞得自己弄了碟蜂蜜	None	1
7012	饭送到了好凉…	None	0
7444	忍住没给一星……少送了鸭脚，店家承诺下次补送。粉里有毛发，眉毛那么长的，特别影响心情……希望能注意，谢了。	None	0
3361	送来的时候还超级热,馒头片还脆脆的,味道也还不错,包装时候汤汁和食材是分开的,一点都没撒,不错不错	None	1
3456	味道很好而且很实惠送得也很快	None	1
2694	服务很好，准时送到，菜品也很好	None	1
3518	7点半下单,9点送到,今天天冷可以理解,外送态度也非常好,虽然等了很久,但是还是好评吧	None	1
1811	送餐快又准时，非常好吃，两个人竟然没吃完。晚上再煮点面放进去，晚饭都解决了。鸡块很多，味道很好。口味重！值得推荐！	None	1
6346	2个小时送到的，气都不想生了，自己看着办吧	None	0
370	送餐员态度很好！辛苦啦！奶茶味道棒，谁让我是个奶茶控几乎天天喝…	None	1
5916	不是商务套餐，是儿童套餐，都不够我儿子吃的	None	0
7494	肉夹馍简直太腻了。都是肥肉，吃一个能恶心好长时间。	None	0
2205	披萨很好吃,但还是最爱熔化金枪鱼的,送餐师傅辛苦啦	None	1
3441	总买，嘎嘎好	None	1
2045	都订过好多次了……超级棒	None	1
3187	配送超级快，配送员态度超级好，下次还来^_^	None	1
5658	百度配送时间过于太久，饭菜没吃头了。	None	0
2919	配送员辛苦了，十分感谢，速度很快！	None	1
7393	都化了，不好喝了，想退了	None	0
6838	要了超大杯，却给我大杯，但是还是很感谢骑手大叔，,这么冷的天气，	None	0
5561	等了一个半小时，我觉得我脾气还算好的吧？都没有骂街，只催了一次单，是不是因为我已经付款了？	None	0
3233	送来的时间还是能接受的，菜品也都保存的很好	None	1
6537	吃个饭等了一个半小时	None	0
3458	好速度啊！宇宙卷饼棒棒的！谢谢骑士	None	1
3320	四个人吃得很饱，要是能选择尺寸就更好了	None	1
2646	外卖师傅辛苦了！这么大风，送的很快！	None	1
5751	真nb！大品牌就是任性！10m远不知道怎么走，Shabby？	None	0
3909	特别好。味道也好，送餐很快。	None	1
2763	送的太快了，师傅很辛苦，谢谢了。	None	1
66	外卖小哥很赞！送的很快养乐多好喝！	None	1
4384	尼玛，十一点不到餐就送来了，你家10点多开午餐的？上次一单两点多还不到，第一个询问电话说我已经收到餐了，第二个询问电话接了说帮我问问，然后就没然后，电话放着忙他的去了，第三个询问电话说没把我的订单看漏了，麻烦跟客人打马虎眼的时候统一下口径好吧？没其他评价：去年买了个表	None	0
3328	太棒了，速度快，优惠也大！	None	1
5234	吉吉熊从来都不看备注的，从来不给勺子，说了一万次要勺子一次都不给的，还让我凑合。一次不给勺子我凑合就算了，这已经是我第三次订餐写了要勺子不给勺子了！我的订单记录每次都写了要勺子从来都不看这是最后一次了，下次再不给勺我退订！我是忍不了了，谁爱忍谁忍去。	None	0
2295	奶茶很好喝	None	1
7240	足足完了一个小时,手机一直开机,保持通畅,但回复说因为打不通电话才走的,我已经在网上交过钱了,让我晚了一个小时吃饭,态度还很差,可以放在前台的,为什么要再拿走	None	0
4963	配送时间过长，主要离得很近～	None	0
2545	送餐少送了一份，打了电话又送一次，还赠送了果醋和粽子，没多少钱的东西让人家跑了两趟也挺不好意思！	None	1
6660	这是我最差的一次送餐体验了。一杯可乐撒掉了五分之一，豆腐脑也从碗里溢出来了。送餐小哥是跟谁越野飙车过来的吗？同时也想问问商家，你外卖可乐那么贵就不能用听装的吗？非要装个塑料一次性杯+塑料袋，既不环保又影响卖相！	None	0
4600	什锦蘑菇饭图片与送来实物的严重不符，根本没有鸡蛋。而且米饭也太少了，还这么贵，真是太失望了	None	0
7220	10：30订的，12：40才到啊。两个小时啊，害的我午休时间都没了。鸡肉老，整体味道勉强及格。太失望	None	0
2213	非常好吃！！！！推荐推荐！！包装也特别好！	None	1
538	味道挺好的，南瓜羹量太少	None	1
532	配送的太太太慢了，催单根本没用，餐厅电话打不通！	None	1
4772	写给没定过的朋友，一定要先看评价再订餐，我绝对不会再定，味道你懂的。本人订餐从来都是5星好评，这个真的。。。	None	0
2542	送餐小哥十分热情，服务超赞，一定要表扬这个送餐小哥	None	1
4967	12点18下单，等到一点四十左右才送来，饭是微热了，送得慢就算了，米超硬，这么久米都焖不熟？我喜欢吃硬饭都觉得真是难嚼啊，再说这个饭是五花肉拌饭，肉呢？一共就四五片都不到，20多？不会再订了！超级不值	None	0
6430	咖啡洒了不少,都浸到蛋糕盒里了,蛋糕上也粘上了咖啡	None	0
1056	能送这个实在太好了,外送大哥辛苦了	None	1
7665	慢的要死，呵呵，两个小时送来还凉了，不能送就别接单。	None	0
785	今天师傅是不是手抖了，微辣格外辣！	None	1
1477	特别贴心的骑士。服务超级赞	None	1
1304	挺好的哟。	None	1
5145	味道不错，送货师傅平均不停打电话催，等10分钟就告诉在不下来就走了，也没有那么忙吧！	None	0
4748	我东西都没收到怎么就订单完成了,商家太不负责了啊！	None	0
4497	味道不如从前了，是不是换厨师了	None	0
4438	鸡丁根本没有用油过，而且上的浆太稠了*失败！,鱼块基本是鱼尾部做的，味道一般★失败！,他家还是红烧肉好吃(*^﹏^*)。。。。下次就订红烧肉吃╮(╯▽╰)╭还是比较靠谱！,大五星评论(๑•ั็ω•็ั๑)哟！	None	0
4470	两个多小时餐才到，上次也是一个多小时。服了	None	0
7195	辛苦送餐师傅。肉夹馍一直都很好吃。	None	0
1085	好吃好吃，有好吃又便宜，爱你家的卷饼，而且纸袋很高大上哦！	None	1
2953	很好,只不过吃完拉肚子了	None	1
6424	和同事一起的,别人的都吃完了,我的还没有到	None	0
6516	黄太极骗子，根本没送还确认，垃圾，大家别点。和百度外卖勾结欺骗消费者，这诈骗行为，我要打315投诉！！！	None	0
1358	味道不错，就是有小菜没有筷子不是很方便	None	1
4290	已经很少用百度外卖了，因为多数时候自营配送都很不理想，以往是动辄一个半小时送餐时间，今天好不容易比较快，但是汤汤水水洒了一屋子。之前百度还会重视售后反馈这块，后来发现也只是打个电话了解一下情况，无歉意无改进。百度外卖再这么下去还能继续多久。	None	0
7793	鱼香肉丝不好吃	None	0
4303	等了2个半小时这也就罢了，想取消订单的时候商家竟然还关机。派送的大叔冒雨送来我也是觉得很辛苦，据说派送大叔不是商家自己的人，我看他的app上显示13:24接到商家发出的我的单子，可是，我11点19下单的啊！如果以上我说的这些都不叫事的话，那我收到的鸡腿肉卷里为什么是猪肉的？呵呵嗒，订餐受99点打击，再也不来了	None	0
7600	驴肉没几块，基本是姜片和大蒜，根本没法吃，米饭三块钱给一口，出来做什么生意，回家种地吧	None	0
6865	给商家打电话直接问怎么没减5元,说不归他们管,直接给我挂了，，之后再打根本就不接，，什么玩意！！！什么服务态度！！！！	None	0
1459	活动挺实惠的...,今天好饿,,赶紧吃饭啦	None	1
6127	差评！等了一个多小时,凉面都热了,不怎么样！！！！？？	None	0
2183	很好吃而且有优惠买完9块钱一个。超值。	None	1
5134	食物不错，但是时间太长了。	None	0
406	大雪天，很快送到了，态度很好。百度骑士很专业！	None	1
352	卷饼真心好吃啊！！粥和小菜也很好，送餐及时～包装严实整洁～～百度外卖免运费再减8元很给力啊！	None	1
1682	这次订单为啥有上次订单的备注消息？	None	1
4794	奇怪的柚子茶和甜甜的煎饼，可能是没选到适合的	None	0
154	味道还不错吧，，就是土豆丝少了	None	1
164	速度快………………棒棒的	None	1
4892	送餐60分钟，卷饼味道一般	None	0
4012	太臭了,真的	None	0
1430	商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好	None	1
3243	外卖大哥超级好,披萨也不错	None	1
6752	差评差评，十点定的，一点半才送到，没有任何道歉，再也不会定了	None	0
6464	越来越难吃了，换厨师了吧	None	0
4370	淡,只有咸味,前后差一两分钟定餐缺隔了半小时送了两次,还少带过来两根火腿,不过又给顺路退了一次钱还好	None	0
4758	9点多下的单。约定11点30到。12点20才到。期间催单三次。最后不得已打电话催单。饭量是够饱。就是太慢了。	None	0
3784	如果是肉片就更好,饼如果能更筋道一些，就太完美了。	None	1
5333	烧二冬的冬笋没泡开根本咬不动	None	0
1553	不错，不错，家里有人住院，用百度外卖太方便啦！	None	1
4817	图片仅供参考	None	0
7561	三十元的套餐看上去还没有商务套餐好	None	0
4134	垃圾中的战斗机，几天之内定了三次餐，两次都超过一个半小时，打电话好多次才联系上，然后说订的餐没做或者找不到了。什么垃圾，接不了业务就别做这活，动不动让老子快两点才能吃上中午饭，坑爹呢。	None	0
1652	满意，不错	None	1
4519	耗费时间久，卖家态度不认真，食物不齐全，	None	0
4917	品味太一般了！卷饼硬，里面夹的菜品量太小！肘子太肥	None	0
3082	吃起来还不错	None	1
2492	为什么我定的两个鸡蛋，来的时候只有一个，我以为下面有呢，吃完了都没看见，谁偷吃了呢，所以不是满星评价，请商家勿要再犯类似的低级错误！！！！！	None	1
7718	送餐时间远超1个小时，骗我说送餐员在路上可是2个小时才到。爬也爬到了吧！差评！	None	0
4872	这家店每次都是送餐巨慢！！	None	0
2822	好喝好喝，超级喜欢这家的饮料，小哥送餐也很快	None	1
2515	超级超级美味	None	1
826	里面有蘑菇。总体不错啦	None	1
1240	送餐越来越快啦！	None	1
4378	番茄有机花菜没盖严，汤洒了一兜子，所有菜饭全部都是菜汤，一袋子油轰轰的，打包能不能认真点？	None	0
5924	外卖不及进店吃呀,，不是新鲜的。	None	0
2836	送的太早了	None	1
7956	下错单了,不过冷面味道不错,但是没有给我小菜	None	0
1088	这次不错，赞一个	None	1
5259	不会在有下次了	None	0
4689	差劲的很啊，少送不说,，还强制消费。。。想退款，很麻烦的	None	0
4779	就一点点．还三十多	None	0
4149	咖啡全洒了，袋子都坏了	None	0
2931	挺不错的，很好,就是说好的尖椒呢，结果是青椒，一点辣味都没有	None	1
1384	辛苦送餐的师傅。好评。	None	1
1868	还不错,就是一盘京将肉丝	None	1
2519	热干面口淡,皮蛋还不错,送货速度很快	None	1
2751	很不错,还放了芝士,棒	None	1
596	女友很喜欢	None	1
1850	很好很速度	None	1
7733	米饭是夹生的，只好把菜吃了，饭扔掉	None	0
1559	还行，肘子吃完有点儿恶心，送餐太慢	None	1
5903	太烂了，扁豆丝盖饭尽然没搁盐，烂。之前有两次点盖饭没有饭，都忍了，这次尽然不搁盐，烂，烂，烂	None	0
1852	这真的是皮蛋瘦肉粥么？！好失望...	None	1
5213	今天的菜不好吃。	None	0
4836	分量太小了	None	0
4924	点黄太吉就没一次准时的	None	0
1909	明明说了不要辣...好辣...	None	1
1513	感觉酱味不太适合老北京人	None	1
6796	菜里面发现头发了→_→	None	0
7122	送来只有半杯了，最后一次用百度外卖	None	0
6913	味道一般,还好	None	0
337	恩还不错，就是订餐的时候系统匹配错误。打电话调节了一下，从新下单才订上	None	1
7523	网页上不是写配送费么,怎么还收3块	None	0
3848	眉州东坡的菜品自然是没话说的。	None	1
1480	挺好哈的，大冷天的，挺快的，还热乎着。	None	1
4263	说是半小时到，结果1个多小时才来，也没有减免送餐费	None	0
1484	又好吃,又准时	None	1
5187	比预定时间提前40分钟送到，面和汤还没给分开，吃的时候都泡坏了。	None	0
7973	配送速度差评！！一次比一次慢！！一等就是一个半小时！简直让人抓狂！	None	0
1548	菜很好吃，就是炒饭这次给的有点少。	None	1
3642	这大下雪天的百度骑士非常好非常快的送来了，必须好评大赞	None	1
7703	干锅茶树菇和上次送来的不一样，有股臭味！	None	0
7548	就冲等了108分钟就要打差评....电话也占线.....	None	0
3839	配送及时，味道佳。湖北人必吃	None	1
2054	真的很好吃！感谢百度骑士，大冷天，快过节了，还这么辛苦送餐！	None	1
3166	这次很好吃	None	1
6341	蛋挞稀的，没烤好全洒在塑料包装上了	None	0
5030	挺快，味道一般	None	0
37	送餐小哥服务很好，大虾也很好吃	None	1
7165	1.等1小时都没送出，2.东西食之无味，弃之可惜。	None	0
2544	很准时！口味很好，大爱可可小丸子	None	1
2583	还可以，送的时间算快的了，半小时吧～	None	1
2643	一如既往地好吃	None	1
5742	不好吃，饼跟面皮似的，肉太干	None	0
6289	前几天定下单半小时后被取消订单，今天定晚到30分钟...以后应该不会再定了，太耽误时间。煎饼味道还行，有点辣，就是路边煎饼加个油条撒上肉松。可乐是塑料杯的基本已经没汽了，以前在中关村那边订是给听装的。	None	0
7746	送餐员什么的都像以往一样不错，但是咱们菜量不能少吧.....菜带的酱汁不能少吧...为什么宫保鸡丁饭全是白饭啊...为什么牛肉蔬菜饭里的牛肉那么少啊.....	None	0
4044	不错！挺快的！菜没凉	None	0
872	很快，服务很好	None	1
1573	发货太速度了，热乎乎的，都很好吃！百度骑士辛苦啦！	None	1
5851	送餐师傅很快，但不知道为什么拌菜像水泡的，凉皮没有任何味道！！这是怎么回事？	None	0
4328	这个时候我等得睡着了，做了个梦：餐到了	None	0
1731	袋子简直是传递正能量的天使啊～要是能送得再快一点就好了～饿的下巴要掉了～	None	1
3827	好吃，肉很多，连续两天都吃这个	None	1
3641	用来加餐是极好的	None	1
6738	味道不错不过时间太长俩小时才送到无语了	None	0
4887	送餐大叔很给力，这么热的天气很辛苦，就是店家你给冷面不给汤是闹哪样？难道干吃啊？小吃也没有，让店家在给送来，送到一点半，打电话说一堆没用的，后来电话也不接，还有百度客服总是在占线，这是要闹哪样？让不让好好吃饭了！	None	0
5212	备注了要常温的，送的热的，要的香草拿铁，送的是拿铁	None	0
7256	没有汉拿山好吃	None	0
6214	豆腐脑给我换成了水果，没有提前通知，	None	0
7732	今天没放勾芡还不错！但是份量感觉一天比一天少啊	None	0
967	宿舍信号不好，耽误了你的时间	None	1
5514	没有带发票	None	0
3349	送餐小哥服务太周到了	None	1
116	很快，好吃，味道足，量大	None	1
6751	送餐太慢等一个半小时	None	0
3172	吃好几次了挺好的	None	1
4126	贵！抄手量太少了，就8个小小抄手	None	0
7802	吃出一个毛发,和一堆不知道是什么的东西。。	None	0
4775	送到都凉了，味道一般	None	0
7321	我的发票呢？为什么没有啊	None	0
3767	物美价廉！给的量挺大的，味道也不错，好评！(不是说现在手机APP下单送清至口香糖么？为什么这个百度配送人员没给我?	None	1
2541	几乎每天都喝！…………	None	1
1789	配送人员特别准时就到了,然后还顺手帮我带了几个垃圾,其实我很不好意思,祝福这位师傅2016年身体健康工作顺利,谢谢	None	1
7243	迟到四十五分钟。。。别的不用再说了应该。。。至于商品质量，只能说凉煎饼能多好吃。。。	None	0
4861	送餐时间乱写，一个多小时才送到。差劲	None	0
3563	少一盒米饭，只送了三盒米饭，我要了四盒	None	1
5491	送餐送了2小时…电话催了无数次…送来还少了一个…崩溃	None	0
4902	毛血旺图上有鱿鱼虾仁,实物送来一个也没有啊,失望,这么糊弄人,以后还想点吗？	None	0
1977	非常满意的餐品,玩了几分钟还是情有可原的。快递小哥辛苦了下雨天不容易	None	1
1751	价格略贵，豆浆太少	None	1
4739	太坑爹了。订完了一直是确认单。但是一直不给我送。二点了我同事去店里给我取说是卖没了。卖没了为什么不及时联系我。而且我的状态也还是确认状态。小俞府你已经坑爹两次了	None	0
265	很好吃，很卫生，很满意！！！！！！！	None	1
5979	木耳非常难吃	None	0
1462	牛肉烧卖非常好吃，酱油炒饭还有酸辣汤也很好。份量非常足。青城也送外卖太开心了！	None	1
7251	预计19点25送达，实际20点30才送到。这么久温度就不说了，粥撒了一半在塑料袋里，还真是挺稠的……万幸的是没给我餐具啊！这要给了餐具不都让粥泡了，真贴心	None	0
6931	让我出去自取。卷饼的肌肉有点发臭。皮蛋瘦肉粥只是大米粥上面放了几块皮蛋。	None	0
3972	一如既往的好吃！派送员很负责，小点心一点没碎！	None	1
3941	好快，味道真的很棒，还不贵	None	1
4574	餐送来时都是凉的了；味道也和在店里吃的不一样；点的鱿鱼须整份，总共就几根；也没给一次性筷子；外卖的袋子也没有一麻一辣的图案标志，不知道是不是一麻一辣的东西。	None	0
1646	送餐小哥神速～味道也好～	None	1
6247	11点下的单，到了下午一点半还没送，两个半小时就算走路也走到了吧，打电话催了3次还不给送，还各种找借口。建议大家不要点他家的外卖，巨坑爹！！！	None	0
5813	配送好慢啊，已经取消的订单还是给送了，生生的被订餐了	None	0
3610	送餐速度超级快！这次订餐好成功，点的菜都好好吃。服务态度也好，牛蛙不够了给打电话确认加了大虾。	None	1
4573	速度不是一般的慢	None	0
3746	第一次少送了，让配送员跑了两次，不好意思！	None	1
685	服务态度很好，服务态度很好	None	1
7280	第一次给差评，错开高峰期点餐还送这么慢。可乐直接放在装菜的格子里，可乐瓶上全是油，菜也弄脏了没法吃，饭菜也是凉的。无语，真想退了。	None	0
4057	吃饺子没有蒜酱。	None	0
7258	真心不像湄洲应有的水准	None	0
5816	很不开心！点的一个包菜粉丝卷和小炒肉卷,tm给我送来的是土豆肉丝卷和土豆丝卷,非常想骂人	None	0
3085	分量很足，不错，都是肉丁，还有青辣椒，不腻，下次尝尝别的口味的。	None	1
7241	太次了，一个半小时了才送到，面都驼一起了，没法吃扔了，以后再也不定了	None	0
6303	说好了是酱香的,也还特意写了不要辣,结果还是辣的,根本没法吃,全扔了	None	0
2033	好吃,就是太慢,两个小时才送到	None	1
4402	现在每次都不是准时送达	None	0
7666	之前都两盒，这次就给装一盒。还不多，差评。快递小哥辛苦	None	0
5507	一切都是那么的差，等了两个小时才送到，煎饼都凉了，又硬又难吃，客服电话没人接，送到了还找各种借口，百度外卖上体验最差的一次！	None	0
7312	送餐时间太久,都凉了	None	0
5205	身为东北人真是第一次吃到这么难吃的东北菜啊！得莫利炖鱼里的白菜有一股羊肉膻味，不知道是咋回事，挨着鱼头的地方还带着血，恶心死了，而且鱼头去掉鱼鳃的地方是黑的。压锅排骨油豆角还可以，但是排骨是真心就吃到一块，偶尔有几块大梁骨，味道倒是还可以，中规中矩的。	None	0
31	很好，速度很快,味道也不错	None	1
2996	爱吃，就是这次送餐稍微慢了点，不过态度挺好的，一直道歉，好评吧	None	1
1508	包装很精致	None	1
106	催了一次单，商家送了一个可乐和水果盒东西非常好，快递员态度也好	None	1
486	美味，及时送达，好评！	None	1
2634	京酱肉丝卷饼挺好吃的~就是口味偏甜了~不过总体来说还不错的说呦！	None	1
7093	韭菜没熟就送来了啊	None	0
6349	东西太少了，不值30元	None	0
